db_name,canonical_name,lat,long,checked
HEARST W/GAYLEY,Hearst Ave & Gayley Rd,37.8755274,-122.256812,1
VACAVILLE,,,,1
DUBLIN,,,,1
WICKSON GATE,Wickson Gate,37.8727721,-122.2626207,1
2375 TELEGRAPH AV,2375 Telegraph Ave,37.8673503,-122.2586188,1
2500 HEARST,2500 Hearst Ave,37.8750225,-122.260132,1
SHATTUCK/KITTREDGE,Shattuck Ave & Kittredge St,37.868192,-122.26799,1
CAFE MED,Caffe Mediterraneum,37.865588,-122.258371,1
LBNL-65A,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
0 RFS-450,,,,1
2220 BANCROFT,2220 Bancroft Way,37.8678955,-122.2654129,1
660 KINKEAD,660 Kinkead Way,37.8836953,-122.3025072,1
ANTIOCH,,,,1
LBNL-74,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
2195 HEARST,2195 Hearst Ave,37.8744106,-122.2669389,1
BANC FULT,Bancroft Way & Fulton St,37.8678341,-122.265884,1
BANC DANA,Bancroft Way & Dana St,37.8687152,-122.261493,1
20777 HESPERIAN,,,,1
SOUTH MEMORIAL STADIUM LOT,South Memorial Stadium Lot,37.8702696,-122.250571,1
UVA-114,University Village,37.8849256,-122.3010808,1
MONROE/10TH,,,,1
LBNL-4,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
UVA-126,University Village,37.8849256,-122.3010808,1
CHINA,,,,1
MLK JR WAY JAIL,,,,1
PEOPLE`S PARK,People's Park,37.8658134,-122.2570583,1
AC TRANSIT,,,,1
UVA-113,University Village,37.8849256,-122.3010808,1
DELAWARE SAN PABLO,San Pablo Ave & Delaware St,37.872028,-122.292936,1
UVA-144,University Village,37.8849256,-122.3010808,1
UNIVERSITY HALL WEST LOT,University Hall West Lot,37.8719085,-122.266494,1
LBNL-64,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
TELE DWIGHT,Telegraph Ave & Dwight Way,37.8651365,-122.258432,1
LBNL-72,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
SHATTUCK/UNIVERSITY,Shattuck Ave & University Ave,37.8721732,-122.2678009,1
2080 ADDISON,2080 Addison St,37.8708571,-122.2687878,1
2569 TELEGRAPH AV,2569 Telegraph Ave,37.8639523,-122.2582914,1
UVA-142,University Village,37.8849256,-122.3010808,1
UVA STUDY TR,University Village,37.8849256,-122.3010808,1
UVA-105,University Village,37.8849256,-122.3010808,1
SHATTUCK/BANCROFT,Shattuck Ave & Bancroft Way,37.8675985,-122.2676968,1
UNIVERSITY/MILVIA,University Ave & Milvia St,37.8718087,-122.2707303,1
2600 RIDGE RD,Cloyne Court Hotel,37.8760914,-122.2578465,1
BOW CHAN,Channing Way & Bowditch St,37.8672098,-122.256522,1
GAYLEY/HEARST,Hearst Ave & Gayley Rd,37.8755274,-122.256812,1
2362 BANCROFT,2362 Bancroft Way,37.8681644,-122.2620564,1
FIELDING FIELD,Fielding Field,37.8825165,-122.304904,1
SWTCHGRSTN-1,,,,1
0 TAN HALL,Tan Kah Kee Hall,37.8730955,-122.2563923,1
DUR TELE,Telegraph Ave & Durant Ave,37.867814,-122.258977,1
BAN FUL,Bancroft Way & Fulton St,37.8678341,-122.265884,1
DWI W TELE,Telegraph Ave & Dwight Way,37.8651365,-122.258432,1
LBNL-84,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
0 LIFE SCIENCE ADDITION,Life Sciences Addition,37.8713948,-122.2632527,1
BOSTON,,,,1
0 RFS-280,,,,1
0 LEWIS HALL,Lewis Hall,37.8730663,-122.255193,1
2537 HASTE,Anna Head Alumnae Hall,37.8663273,-122.2575953,1
CHEM GROUP,,,,1
PIEDMONT AV,"Piedmont Ave, Berkeley, CA, USA",37.8640777,-122.2514871,1
HASTE ELLS,Haste St & Ellsworth St,37.8654442,-122.2631606,1
KITTREDGE/SHATTUCK,Shattuck Ave & Kittredge St,37.8684776,-122.2679492,1
2455 TELEGRAPH AVE,2455 Telegraph Ave,37.865869,-122.258288,1
BOW/DWIGHT,Dwight Way & Bowditch St,37.8654206,-122.2561427,1
WICKSON ROAD,Wickson Rd,37.8727721,-122.2626207,1
CARDIAC HILL,,,,1
TELE/DUR,Telegraph Ave & Durant Ave,37.867814,-122.2589767,1
DANA DURANT,Durant Ave & Dana St,37.867422,-122.261416,1
BANCROFT / TELE,Telegraph Ave & Bancroft Way,37.8687287,-122.2591604,1
HARRISON PARK,"Berkeley Skate Park, Harrison St",37.8810195,-122.3035321,1
UVA-109,University Village Apartments,37.8849256,-122.3010808,1
2521 TELEGRAPH AV,2521 Telegraph Ave,37.8646083,-122.2585876,1
2524 DWIGHT WAY,2524 Dwight Way,37.864985,-122.257374,1
2509 HILLEGASS,2509 Hillegass Ave,37.8650504,-122.2562005,1
ADDISON/OXFORD,Oxford St & Addison St,37.8714554,-122.2660395,1
DANA/DURANT,Durant Ave & Dana St,37.8675165,-122.2612739,1
UVA-125,University Village Apartments,37.8849256,-122.3010808,1
I HOUSE LOT,International House Lot,37.869504,-122.251766,1
UNIT 2,Unit 2 Berkeley,37.869504,-122.251766,1
GOLDEN BEAR REC CENTER,Golden Bear Recreation Center,37.8654083,-122.2471799,1
1893 LEROY,1893 Le Roy Ave,37.8754363,-122.2583164,1
UVA-118,University Village Apartments,37.8849256,-122.3010808,1
2610 WARRING,2610 Warring St,37.863612,-122.250583,1
CHAN W BOW,Channing Way & Bowditch St,37.8672098,-122.2565217,1
2431 TELEGRAPH AV,2431 Telegraph Ave,37.8664039,-122.2585789,1
UVA-107,University Village Apartments,37.8849256,-122.3010808,1
LOWER HEARST STRUCTURE,Lower Hearst Parking Structure,37.8751731,-122.2611792,1
TELE/PARKER,Telegraph Ave & Parker St,37.8632728,-122.2587294,1
BANCROFT / DANA,Bancroft Way & Dana St,37.8684357,-122.2614604,1
2493 TELEGRAPH AV,2493 Telegraph Ave,37.8653783,-122.2583943,1
CANYON RD,Canyon Rd,37.8703311,-122.2495002,1
2302 PIEDMONT,2302 Piedmont Ave,37.869302,-122.252599,1
1111 BROADWAY,,,,1
HASTE E TELE,Telegraph Ave & Haste St,37.866293,-122.25861,1
HIGHLAND HOSPITAL,Highland Hospital,37.7985855,-122.2316522,1
STRAWBERRY CANYON GATE,Strawberry Canyon Gate,37.8730075,-122.24429,1
1051 MONROE,1051 Monroe St,37.8843821,-122.2993269,1
0 UCB ART MUSEUM,UC Berkeley Art Museum,37.868797,-122.2558243,1
ACSO,,,,1
2506 HASTE ST,2506 Haste St,37.865831,-122.25802,1
HILLEGASS/DWIGHT,Dwight Way & Hillegass Ave,37.8653753,-122.2565035,1
COLLEGE DURANT,Durant Ave & College Ave,37.868302,-122.254628,1
WALNUT CREEK,,,,1
TERRACE LOT,Hill Terrace Parking Lot,37.8801972,-122.2458023,1
UVA-117,University Village Apartments,37.8849256,-122.3010808,1
390 WURSTER HALL,Wurster Hall,37.8707352,-122.2548935,1
1936 UNIVERSITY,1936 University Ave,37.8712817,-122.2720796,1
2519 DURANT,2519 Durant Ave,37.868098,-122.2581362,1
DURANT BOWDITCH,Durant Ave & Bowditch St,37.8681063,-122.2567029,1
STERN FIRE LANE,Fire Trail,37.874081,-122.2274564,1
LBNL-70A,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
2340 TELEGRAPH AV,2340 Telegraph Ave,37.8679931,-122.2592389,1
BANC PIED,Bancroft Way & Piedmont Ave,37.869607,-122.252647,1
2600 DURANT AV,2600 Durant Ave,37.867906,-122.256275,1
2427 DWIGHT TRAILER A,,,,1
LEVINE-FRICKE FIELD,Levine-Fricke Field,37.8717179,-122.2474863,1
UVA-110,University Village Apartments,37.8849256,-122.3010808,1
SIGNPOST-28,,,,1
0 SPACESCI ADD,,,,1
HEARST LEROY,Hearst Avenue & Le Roy Avenue,37.875298,-122.25797,1
STANFORD UNIVERSITY,,,,1
RIM AND GAYLEY,Gayley Rd & Stadium Rim Way,37.8725667,-122.2537582,1
DWIGHT/HILLEGASS,Dwight Way & Hillegass Ave,37.8653753,-122.2565035,1
2440 BANCROFT,2440 Bancroft Way,37.8684064,-122.2605113,1
UVA-133,University Village Apartments,37.8849256,-122.3010808,1
JACKSON/OHLONE,Jackson St & Ohlone Ave,37.8857104,-122.3002869,1
SPROUL PLAZA,Sproul Plaza,37.8691454,-122.2602313,1
UVA-136,University Village Apartments,37.8849256,-122.3010808,1
DWIGHT/ELLSWORTH,Dwight Way & Ellsworth St,37.8645391,-122.2629878,1
RED OAK/LIBERTY SHIP WAY,Red Oak Ave & Liberty Ship,37.8831397,-122.3041699,1
BANC/FULTON,Bancroft Way & Fulton St,37.8678341,-122.2658836,1
GRIZZLEY PEAK,Grizzly Peak Gate,37.8774599,-122.2443121,1
2606 BENVENUE,2606 Benvenue Ave,37.8632322,-122.255017,1
REGENT/PARKER,Parker St & Regent St,37.8633594,-122.2576071,1
1040 JACKSON,1040 Jackson St,37.8845112,-122.3002149,1
CENT-RIM,Centennial Dr & Stadium Rim Way,37.8714131,-122.2496351,1
CHILTON ALLEY,Chilton Alley,37.8637106,-122.2595535,1
2310 PROSPECT ST,2310 Prospect St,37.8690568,-122.2504953,1
HEARST/LEROY,Hearst Ave & Le Roy Ave,37.8753352,-122.2583139,1
DWI/REGENT,Dwight Way & Regent St,37.8652063,-122.2577897,1
BANCROFT BARROWS,Bancroft Way & Barrow Lane,37.868811,-122.2589932,1
2110 HASTE ST,2110 Haste St,37.8647852,-122.266873,1
2450 BOWDITCH ST,2450 Bowditch St,37.8663078,-122.2563596,1
DURANT/FULTON,Durant Ave & Fulton St,37.8669493,-122.2657063,1
SERGE BLDG,,,,1
SHATTUCK DURANT,Shattuck Ave & Durant Ave,37.866468,-122.267812,1
1995 UNIVERSITY HALL,University Hall,37.8719085,-122.2664944,1
NORTH CAROLINA,,,,1
BERKELEY BOWL,Berkeley Bowl,37.8570413,-122.2672158,1
2455 TELEGRAPH AV,2455 Telegraph Ave,37.865869,-122.258288,1
SHATT/HASTE,Shattuck Ave & Haste St,37.8648936,-122.2674117,1
DUR-BOWD,Durant Ave & Bowditch St,37.8681063,-122.2567029,1
2316 HASTE ST,2316 Haste St,37.8652033,-122.2623413,1
2151 BERKELEY WY,2151 Berkeley Way,37.87385,-122.266984,1
2721 CHANNING,2721 Channing Way,37.8678684,-122.2532658,1
CAFE 3,Cafe 3,37.8671335,-122.2605121,1
STRAWBERRY CANYON,Strawberry Canyon,37.8730075,-122.24429,1
0 UNIT-2 WADA,Unit 2 Wada Hall,37.8657843,-122.2548611,1
1950 UNIVERSITY HALL,University Hall,37.8719085,-122.2664944,1
BANC W BOW,Bancroft Way & Bowditch St,37.869055,-122.256951,1
0 HESSE HALL,Hesse Hall,37.8743128,-122.2593508,1
CKC LOT C,Clark Kerr Campus Lot C,37.8641271,-122.2503106,1
2515 DURANT,2515 Durant Ave,37.8680805,-122.258443,1
DUR-PIED,Piedmont Ave & Durant Ave,37.8686768,-122.2522753,1
585 RED OAK,585 Red Oak Ave,37.8832158,-122.3026332,1
RSF,Recreational Sports Facility,37.8684387,-122.2633102,1
2300 SHATTUCK AV,2300 Shattuck Ave,37.867123,-122.268251,1
2545 HILLEGASS,2545 Hillegass Ave,37.8637707,-122.2560881,1
OAKLAND CA,,,,1
1070 JACKSON ST,1070 Jackson St,37.8843984,-122.3001797,1
SHATTUCK/BLAKE,Shattuck Ave & Blake St,37.8630812,-122.2671851,1
717 POTTER ST,717 Potter St,37.85145,-122.294537,1
104 KROEBER HALL,Kroeber Hall,37.869853,-122.2551518,1
2500 BLOCK DURANT,2500 Durant Ave,37.867621,-122.258655,1
RED OAK/RED OAK,,,,1
INTERNET,,,,1
UNKNOWN-CAMPUS,,,,1
BANCROFT DANA,Bancroft Way & Dana St,37.868458,-122.261913,1
DURANT E TELE,Durant Ave & Telegraph Ave,37.867717,-122.259199,1
2509 HILLEGASS AV,2509 Hillegass Ave,37.8650504,-122.2562005,1
LBNL G-GATE,,,,1
N/E PEOPLES PARK,People's Park,37.8658134,-122.2570583,1
WARRING/DWIGHT,Dwight Way & Warring St,37.865934,-122.250464,1
DUR W TELE,Telegraph Ave & Durant Ave,37.867814,-122.2589767,1
BEAR MARKET,Bear Market,37.8671335,-122.2605121,1
2400 TELEGRAPH AVE,2400 Telegraph Ave,37.8674642,-122.2594219,1
2500 HASTE,2500 Haste St,37.8660122,-122.2585881,1
2535 CHANNING,Channing-Bowditch Apartments,37.8673656,-122.2573096,1
TORONTO CANADA,,,,1
0 BECHTEL TERRACE,Bechtel Terrace,37.8741858,-122.258188,1
TELEGRAPH AV,"Telegraph Ave, Berkeley, CA, USA",37.8607857,-122.2590742,1
UVA-156,University Village Apartments,37.8849256,-122.3010808,1
0 RFS-420,,,,1
0 CKC-1,Clark Kerr Campus Building 1,37.8641271,-122.2503106,1
UVA-157,University Village Apartments,37.8849256,-122.3010808,1
SATHER GATE GARAGE,,,,1
TELE / CHANNING,Telegraph Ave & Channing Way,37.866914,-122.2587858,1
SANTA BARBARA,,,,1
0 GIRTON HALL,Girton Hall,37.8723921,-122.2541475,1
WEST END WAY,West End Way,37.8838859,-122.3050819,1
2728 CHANNING,2728 Channing Way,37.8673613,-122.2528495,1
2727 CHANNING WAY,2727 Channing Way,37.8678836,-122.2527941,1
RIDGE / LALOMA,La Loma Ave & Ridge Rd,37.8764708,-122.2570195,1
MCMILLAN ROAD,McMillan Rd,37.8772894,-122.2479804,1
2340 TELEGRAPH AVE,2340 Telegraph Ave,37.8679931,-122.2592389,1
UVA-127,University Village Apartments,37.8849256,-122.3010808,1
2500 BLK DWIGHT,2500 Dwight Way,37.8651228,-122.2584226,1
GAYLEY RIM,,,,1
2307 PIEDMONT,2307 Piedmont Ave,37.8690785,-122.2517433,1
COLLEGE/DURANT,College Ave & Durant Ave,37.8683469,-122.2544485,1
OXF/KITT,Oxford St & Kittredge St,37.8687275,-122.266171,1
UCPD BIKE BUREAU,,,,1
2250 PROSPECT,2250 Prospect St,37.8696726,-122.2506865,1
2709 DWIGHT WAY,2709 Dwight Way,37.866045,-122.253355,1
2460 PARKER,2460 Parker St,37.8632873,-122.2577902,1
CODORNICES CREEK,,,,1
HEARST/LA LOMA,Hearst Ave & La Loma Ave,37.8755274,-122.2568119,1
WARRING / DERBY,Warring St & Derby St,37.8623176,-122.2501125,1
UNKNOWN LOCATION,,,,1
2311 PIEDMONT AV,2311 Piedmont Ave,37.8687354,-122.2517519,1
BAN DANA,Bancroft St & Dana St,37.8684357,-122.2614604,1
2529 TELEGRAPH AV,2529 Telegraph Ave,37.8644729,-122.258215,1
NORTH GATE HALL,North Gate Hall,37.8749998,-122.2596684,1
PIED DWIGHT,Piedmont Ave & Dwight Way,37.865983,-122.251411,1
UNIT-2 COURTYARD,Unit 2 Courtyard,37.8684357,-122.2614604,1
335 OHLONE,335 Ohlone Ave,37.8849492,-122.305112,1
SPACESCI ADD,,,,1
GIAUQUE LAB,,,,1
2500 HEARST AV,2500 Hearst Ave,37.8750225,-122.260132,1
2525 DURANT,2525 Durant Ave,37.868249,-122.257767,1
2505 TELEGRAPH AV,2505 Telegraph Ave,37.8650027,-122.2582815,1
HEARST FIELD,Hearst Field Annex,37.8694693,-122.2581587,1
2331 BLAKE ST,2331 Blake St,37.8641,-122.261376,1
WARRING / PARKER,Parker St & Warring St,37.864131,-122.2502923,1
BANC BOW,Bancroft Way & Bowditch St,37.869055,-122.256951,1
2537 REGENT,2537 Regent St,37.8638158,-122.2575968,1
BANC-DANA,Bancroft Way & Dana St,37.868458,-122.261913,1
174 PACHECO AVE,,,,1
UNI OXFORD,University Ave & Oxford St,37.8724769,-122.2661723,1
DWIGHT/COLLEGE,Dwight Way & College Ave,37.865707,-122.2539054,1
CENTER OXFORD,Center St & Oxford St,37.8705998,-122.2659311,1
2530 BANCROFT WAY,2530 Bancroft Way,37.868542,-122.258235,1
TELEGRAPH/HASTE,Telegraph Ave & Haste St,37.8660242,-122.2586271,1
7TH N/GILMAN,7th St & Gilman St,37.8795809,-122.3002762,1
TELE BANC,Telegraph Ave & Bancroft Way,37.8687287,-122.2591604,1
THE DEN,The Den,37.8670428,-122.2560561,1
485 OHLONE,485 Ohlone Ave,37.8849307,-122.3043907,1
2600 BANCROFT WAY,2600 Bancroft Way,37.868766,-122.256558,1
7257 SKYLINE BLVD,7257 Skyline Blvd,37.842305,-122.198277,1
22 WHEELER HALL,Wheeler Hall,37.8713074,-122.2591493,1
HERCULES,,,,1
CHANN DANA,Channing Way & Dana St,37.8666209,-122.2610857,1
0 DWINELLE ANNEX,Dwinelle Annex,37.8703395,-122.2612068,1
DANA/DWIGHT,Dwight Way & Dana St,37.8648334,-122.2607244,1
2490 CHANNING WAY,2490 Channing Way,37.8667538,-122.259099,1
LBNL-80,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
LBNL-86,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
2830 DERBY,2830 Derby St,37.862105,-122.249852,1
CHAN E TELE,Telegraph Ave & Channing Way,37.866914,-122.2587858,1
BANCROFT / BARROWS,Bancroft Way & Barrow Ln,37.8688307,-122.2583329,1
TELE AND DURANT,Telegraph Ave & Durant Ave,37.867814,-122.2589767,1
425 GOODING WAY,425 Gooding Way,37.8848537,-122.3016558,1
LBNL-45,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
3300 REGATTA,,,,1
SAN ANSELMO,,,,1
CYCLOTRON ROAD,Cyclotron Rd,37.8746818,-122.2522158,1
LIVERMORE,,,,1
CHAN W TELE,Telegraph Ave & Channing Way,37.866914,-122.2587858,1
DANA CHANNING,Channing Way & Dana St,37.8666209,-122.2610857,1
2530 DWIGHT WAY,2530 Dwight Way,37.8652965,-122.2569906,1
2536 COLLEGE,2536 College Ave,37.864365,-122.254124,1
0 GILMAN HALL,Gilman Hall,37.8726546,-122.2563024,1
UVA-106,University Village Apartments,37.8849256,-122.3010808,1
2311 PIEDMONT,2311 Piedmont Ave,37.8687354,-122.2517519,1
2410 PARKER,2410 Parker St,37.862858,-122.259712,1
2200 BLOCK BANCROFT,2200 Bancroft Way,37.867428,-122.2655774,1
2540 TELEGRAPH AV,2540 Telegraph Ave,37.864513,-122.258863,1
DURANT TELEGRAPH,Telegraph Ave & Durant Ave,37.867814,-122.2589767,1
SHATTUCK/ADDISON,Shattuck Ave & Addison St,37.8711683,-122.2682847,1
TELE S/DURANT,Telegraph Ave & Durant Ave,37.867814,-122.2589767,1
1528 JULIA ST,1528 Julia St,37.854067,-122.277972,1
DWIGHT FULTON,Dwight Way & Fulton St,37.8642505,-122.2652527,1
MANDELA PARKWAY,"Mandela Pkwy, Oakland, CA, USA",37.819802,-122.2893313,1
0 ALUMNI HOUSE,Alumni House,37.8696964,-122.2611015,1
DURANT ELLSWORTH,Durant Ave & Ellsworth St,37.867143,-122.263696,1
2 PANORAMIC WAY,2 Panoramic Way,37.8692276,-122.2498586,1
2301 BANCROFT WAY,2301 Bancroft Way,37.8685702,-122.2627233,1
DWIGHT/PROSPECT,Dwight Way & Prospect St,37.8659956,-122.2495667,1
2415 PROSPECT,2415 Prospect St,37.8676141,-122.2495866,1
2635 REGENT,2635 Regent St,37.8620736,-122.2574851,1
BOWDITCH/CHANNING,Channing Way & Bowditch St,37.8672098,-122.2565217,1
BANC BARR,Bancroft Way & Barrow Ln,37.8688307,-122.2583329,1
CHAN/TELE,Telegraph Ave & Channing Way,37.866914,-122.2587858,1
0 CHEIT HALL,Cheit Hall,37.8717284,-122.2533872,1
LAFAYETTE,,,,1
BOW DUR,Durant Ave & Bowditch St,37.8681063,-122.2567029,1
ELLS BANC,Bancroft Way & Ellsworth Street,37.868147,-122.263961,1
0 LBNL-90,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
2362 BANCROFT WAY,2362 Bancroft Way,37.8681644,-122.2620564,1
DWIGHT / DANA,Dwight Way & Dana St,37.8648334,-122.2607244,1
4051 SAN PABLO,4051 San Pablo Ave,37.8311776,-122.2802148,1
CKC-13,Clark Kerr Campus Building 13,37.8641271,-122.2503106,1
2241 CHANNING,2241 Channing Way,37.86629,-122.2638001,1
SHATT/CENTER,Shattuck Ave & Center St,37.8703057,-122.2680389,1
2732 DURANT AV,2732 Durant Ave,37.8683601,-122.2528723,1
171 KOSHLAND HALL,Koshland Hall,37.8739448,-122.2649042,1
COLLEGE / HASTE,College Ave & Haste St,37.8665789,-122.2540827,1
740 27TH,740 27th St,37.8176201,-122.2739972,1
CROSS CAMPUS RD,,,,1
HASTE BOWDITCH,Haste St & Bowditch St,37.8663193,-122.2563434,1
0 UAM,,,,1
OHLONE/KINKEAD,Ohlone Ave & Kinkead Way,37.8851243,-122.3030119,1
MEMORIAL FOUNTAIN,,,,1
2475 BANCROFT WAY,2475 Bancroft Way,37.8689963,-122.2596559,1
COLL DWIGHT,Dwight Way & College Ave,37.865707,-122.2539054,1
2480 BANCROFT WAY,2480 Bancroft Way,37.868375,-122.259648,1
1200 LAKESHORE DR,,,,1
LBNL 67,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
BAN W DANA,Bancroft Way & Dana St,37.8684357,-122.2614604,1
540 RED OAK,540 Red Oak Ave,37.8830619,-122.3025834,1
LBNL-47,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
7257 SKYLINE DR,7257 Skyline Blvd,37.842305,-122.198277,1
ELLSWORTH/DURANT,Durant Ave & Ellsworth St,37.8672329,-122.2635606,1
WARRING BANCROFT,Bancroft Way & Warring St,37.8693189,-122.2509292,1
102 SPROUL HALL,Sproul Hall,37.8695068,-122.2587781,1
2335 PIEDMONT,2335 Piedmont Ave,37.868271,-122.251608,1
CHAN PIED,Piedmont Avenue & Channing Way,37.867478,-122.251992,1
CHANNING / FULTON,Channing Way & Fulton St,37.8660389,-122.2656468,1
CHANNING TELEGRAPH,Telegraph Ave & Channing Way,37.866914,-122.2587858,1
SHATTUCK UNI,University Ave & Shattuck Ave,37.872201,-122.268776,1
2241 PIEDMONT AV,2241 Piedmont Ave,37.8704014,-122.2523842,1
0 NW ANIM FACIL,,,,1
2530 DURANT,2530 Durant Ave,37.8677429,-122.2574584,1
BANCROFT/TELE,Telegraph Ave & Bancroft Way,37.8687287,-122.2591604,1
MONROE / JACKSON,Jackson St & Monroe St,37.8840891,-122.2998447,1
0 TELEGRAPH AV,Telegraph Ave,37.8607857,-122.2590742,1
BEAT 2,,,,1
E/ PEOPLES PARK,People's Park,37.8658134,-122.2570583,1
2600 DURANT,2600 Durant Ave,37.867906,-122.256275,1
UNIVERSITY/MLK,University Ave & M.L.K. Jr Way,37.8716087,-122.2730269,1
2538 DURANT AV,2538 Durant Ave,37.867758,-122.257175,1
WITTER FLD HOUSE,Witter Field House,37.8711896,-122.2487272,1
FREMONT,,,,1
ROCKWALL,,,,1
ALUMNAE HALL,Anna Head Alumnae Hall,37.8663273,-122.2575953,1
CLAREMONT CANYON,,,,1
SILVER LAB,,,,1
2534 WARRING,2534 Warring St,37.864596,-122.250684,1
2480 BANCROFT,2480 Bancroft Way,37.868375,-122.259648,1
2315 PARKER,2315 Parker St,37.863101,-122.262019,1
HEARST SPRUCE,Hearst Ave & Spruce St,37.874229,-122.265217,1
2437 WARRING,2437 Warring St,37.8666038,-122.2502924,1
2400 HASTE ST,2400 Haste St,37.865421,-122.259921,1
2722 DURANT AV,2722 Durant Ave,37.8682169,-122.2533411,1
HAWAII,,,,1
2161 DWIGHT WAY,2161 Dwight Way,37.864432,-122.265845,1
DWIGHT AND REGENT,Dwight Way & Regent St,37.8652063,-122.2577897,1
2547 CHANNING,2547 Channing Way,37.8671432,-122.257146,1
DERBY CLAREMONT,Derby St & Claremont Ave,37.8624992,-122.2470574,1
BAN/BOW,Bancroft Way & Bowditch St,37.8690034,-122.2568986,1
CHAN BOW,Channing Way & Bowditch St,37.8673656,-122.2573096,1
2731 DURANT,2731 Durant Ave,37.868746,-122.253077,1
KULA GULF/RED OAK,Red Oak Ave & Kula Gulf Way,37.8833365,-122.3033585,1
DWIGHT/TELE,Telegraph Ave & Dwight Way,37.8651365,-122.2584315,1
415 KULA GULF WAY,Kula Gulf Way,37.8841356,-122.3036352,1
2724 CHANNING WAY,2724 Channing Way,37.867327,-122.25323,1
2625 DURANT AV,Woo Hon Fai Hall,37.8686741,-122.2558079,1
CORDONICES CREEK,,,,1
SHATTUCK/UNI,University Ave & Shattuck Ave,37.8721732,-122.2678009,1
REGENT/DWIGHT,Dwight Way & Regent St,37.8652063,-122.2577897,1
DWI HILLEGESS,Dwight Way & Hillegass Ave,37.8653753,-122.2565035,1
2454 TELEGRAPH AV,2454 Telegraph Ave,37.8658055,-122.2588543,1
2222 PIEDMONT BLDGS,2222 Piedmont Ave,37.8711648,-122.2530933,1
SF,,,,1
CHAN ELLS,Channing Way & Ellsworth St,37.8663329,-122.263353,1
0 CAMPANILE WAY,Campanile Way,37.8713485,-122.260853,1
RIMWAY,Stadium Rim Way,37.8722193,-122.2512802,1
2510 CHANNING,2510 Channing Way,37.8667454,-122.2582962,1
2412 ELLSWORTH,2412 Ellsworth St,37.865785,-122.263617,1
COLL BANC,Bancroft Way & College Avenue,37.869294,-122.255129,1
EUCLID / HEARST,Hearst Ave & Euclid Ave,37.8751149,-122.2601603,1
2015 HASTE ST,2015 Haste St,37.864918,-122.269264,1
ROHNERT PARK,,,,1
2347 TELEGRAPH AV,"2347 Telegraph Ave, Berkeley, CA 94704, USA",37.868088,-122.25875,1
RFS-445,,,,
CHANNING/WARRING,"Channing Way & Warring St, Berkeley, CA 94704, USA",37.867927,-122.2508414,1
SHATTUCK/DWIGHT,"Shattuck Ave & Dwight Way, Berkeley, CA 94704, USA",37.8639703,-122.2674259,1
BANC/DANA,"Bancroft Way & Dana St, Berkeley, CA 94720, USA",37.8684357,-122.2614604,1
2521 DWIGHT WAY,"2521 Dwight Way, Berkeley, CA 94704, USA",37.8652224,-122.2577799,1
HEARST EUCLID,Hearst Ave & Euclid Ave,37.87493,-122.260552,1
600 GOODING,"600 Gooding Way, Albany, CA 94706, USA",37.8841439,-122.3014511,1
0 LBNL-56,Lawrence Berkeley National Laboratory,37.8754404,-122.2455364,1
BANCROFT / BOWDITCH,"Bancroft Way & Bowditch St, Berkeley, CA 94704, USA",37.8690034,-122.2568986,1
3024 SMYTH RD,"3024 Smyth Rd, Berkeley, CA 94720, USA",37.8677492,-122.2458817,1
DWIGHT TELE,Telegraph Ave & Dwight Way,37.8651407,-122.2606202,1
2433 HASTE ST,"2433 Haste St, Berkeley, CA 94704, USA",37.8660162,-122.2594872,1
2700 CHANNING WAY,"2700 Channing Way, Berkeley, CA 94704, USA",37.8673607,-122.2540202,1
0 OBRIEN HALL,"O'Brien Hall, O'Brien Hall, Berkeley, CA 94720, USA",37.8744045,-122.2590432,1
SP-16,,,,1
2555 BENVENUE,"2555 Benvenue Ave, Berkeley, CA 94704, USA",37.863766,-122.254708,1
2431 BLAKE,"2431 Blake St, Berkeley, CA 94704, USA",37.864367,-122.259286,1
FULTON / DURANT,"Durant Ave & Fulton St, Berkeley, CA 94704, USA",37.8669493,-122.2657063,1
2552 BANCROFT,"2552 Bancroft Way, Berkeley, CA 94704, USA",37.8688621,-122.2579486,1
2401 TELEGRAPH AV,"2401 Telegraph Ave, Berkeley, CA 94704, USA",37.8667575,-122.2585617,1
PIEDMONT/BANCROFT,"Bancroft Way & Piedmont Ave, Berkeley, CA 94704, USA",37.8695901,-122.2523046,1
0 GPB,"Genetics & Plant Biology, Berkeley, CA 94709, USA",37.8734357,-122.2647492,1
PIED BANC,Bancroft Way & Piedmont Ave,37.869607,-122.252647,1
2640 DWIGHT WAY,"2640 Dwight Way, Berkeley, CA 94704, USA",37.865328,-122.254677,1
